name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
The Sage's Secret,Abhinav,Abhinav,2019-06-25,English,9.05,4.5,2.0,6,46,406
Clifford Takes a Trip,NormanBridwell,NormanBridwell,2008-08-02,English,0.78,3.5,2.0,0,4,4
City of Ghosts,VictoriaSchwab,VictoriaSchwab,2018-08-28,English,5.9,4.5,12.0,5,2,302
Unicorn Academy: Sophia and Rainbow,JulieSykes,JulieSykes,2020-02-04,English,3.19,4.5,2.0,1,29,89
Escape from Mr. Lemoncello's Library,ChrisGrabenstein,ChrisGrabenstein,2014-07-01,English,10.85,4.5,6.0,6,19,379
The Brightest Night,TuiT.Sutherland,TuiT.Sutherland,2016-08-29,English,6.9,,9.0,8,4,484
Billy and the Minpins,RoaldDahl,RoaldDahl,2017-07-09,English,7.38,4.5,6.0,0,47,47
The Summer I Robbed a Bank,DavidO'Doherty,DavidO'Doherty,2021-05-27,English,4.92,,1.0,4,6,246
La Belle Sauvage,PhilipPullman,PhilipPullman,2017-10-19,English,11.48,,12.0,13,14,794
Captain Underpants and the Wrath of the Wicked Wedgie Woman,DavPilkey,DavPilkey,2018-10-30,English,3.1,,4.0,1,16,76
Abby in Oz,SarahMlynowski,SarahMlynowski,2020-08-04,English,5.34,,1.0,3,39,219
Time Travel Diaries,CarolineLawrence,CarolineLawrence,2019-04-04,English,10.93,4.5,2.0,4,14,254
Bad Day for Ballet,CarolynKeene,CarolynKeene,2010-07-04,English,2.81,,1.0,1,11,71
Unicorn Academy: Lily and Feather,JulieSykes,JulieSykes,2021-05-13,English,3.19,,1.0,1,33,93
Judy Moody Goes to College,MeganMcDonald,MeganMcDonald,2015-12-27,English,5.63,,1.0,1,13,73
The Train to Impossible Places,P.G.Bell,P.G.Bell,2018-10-25,English,7.74,,1.0,7,23,443
A Little Princess,FrancesHodgsonBurnett,FrancesHodgsonBurnett,2018-05-06,English,8.02,,3.0,7,1,421
The House at the Edge of Magic,AmySparkes,AmySparkes,2021-11-03,English,6.83,4.5,3.0,4,12,252
The Dark Talent,BrandonSanderson,BrandonSanderson,2017-04-20,English,4.78,,1.0,5,45,345
Brain-Fizzing Facts,EmilyGrossman,EmilyGrossman,2021-06-24,English,5.92,4.5,4.0,2,44,164
Bacca and the Riddle of the Diamond Dragon,"JeromeASF,ScottKenemore","JeromeASF,ScottKenemore",2016-08-31,English,8.02,,1.0,5,37,337
Ghastly Battle,WinterMorgan,WinterMorgan,2016-02-09,English,2.8,,2.0,1,52,112
Terror on a Treasure Hunt,WinterMorgan,WinterMorgan,2016-08-30,English,2.8,,3.0,1,43,103
The Secret Treasure,WinterMorgan,WinterMorgan,2015-06-23,English,2.8,,3.0,1,58,118
Hidden in the Overworld,WinterMorgan,WinterMorgan,2015-10-13,English,2.8,,2.0,1,53,113
Battle in the Overworld,WinterMorgan,WinterMorgan,2016-11-08,English,2.8,,2.0,1,52,112
The Hardcore War,WinterMorgan,WinterMorgan,2015-11-24,English,2.8,,2.0,1,53,113
Creeper Invasion,WinterMorgan,WinterMorgan,2016-02-09,English,2.8,,1.0,1,46,106
The Griefer's Revenge,WinterMorgan,WinterMorgan,2016-02-26,English,2.8,,1.0,2,29,149
The Nether Attack,WinterMorgan,WinterMorgan,2015-11-18,English,2.8,,2.0,1,53,113
Skeleton Battle,WinterMorgan,WinterMorgan,2016-06-29,English,2.8,,2.0,2,0,120
Zombie Invasion,WinterMorgan,WinterMorgan,2016-06-29,English,2.8,,1.0,1,53,113
Betrayal at Salty Springs: An Unofficial Fortnite Adventure Novel,DevinHunter,DevinHunter,2018-09-10,English,5.62,,1.0,2,10,130
Bacca and the Skeleton King,"JeromeASF,ScottKenemore","JeromeASF,ScottKenemore",2016-08-31,English,8.02,,1.0,6,26,386
Destruction of the Overworld,MarkCheverton,MarkCheverton,2016-07-03,English,8.02,,1.0,6,32,392
Battle for the Nether,MarkCheverton,MarkCheverton,2014-11-25,English,8.02,,1.0,9,49,589
Trouble in Zombie-Town,MarkCheverton,MarkCheverton,2015-03-23,English,8.02,,1.0,7,30,450
The Christmas Pig,J.K.Rowling,J.K.Rowling,2021-12-10,English,9.59,,81.0,5,37,337
Adventures with Peppa,Ladybird,Ladybird,2021-09-23,English,4.92,,4.0,1,22,82
Fantastic Beasts and Where to Find Them,"J.K.Rowling,NewtScamander","J.K.Rowling,NewtScamander",2017-03-14,English,7.82,4.5,57.0,1,54,114
The Velveteen Rabbit,MargeryWilliams,MargeryWilliams,2020-08-14,English,0.0,4.5,91.0,0,24,24
Charlotte's Web,"E.B.White,MelissaSweet","E.B.White,MelissaSweet",2019-10-29,English,9.05,4.5,20.0,4,2,242
Peppa Pig: Bedtime Stories,Ladybird,Ladybird,2017-02-02,English,4.1,4.5,100.0,1,7,67
Fantastic Mr Fox,RoaldDahl,RoaldDahl,2014-11-09,English,7.38,4.5,31.0,1,15,75
The Lion and the Mouse,LavanyaR.N,LavanyaR.N,2020-05-03,English,3.79,4.5,51.0,0,8,8
The Gruffalo and Other Stories,"JuliaDonaldson,AxelScheffler","JuliaDonaldson,AxelScheffler",2020-06-08,English,3.88,4.5,3.0,1,2,62
"Bedtime Stories for Kids: Collection of Meditation Stories for Children of All Ages with Unicorns, Astronauts, Pirates, Funny Animals, Mermaids, Tales to Fall Asleep and Learn Mindfulness","AmandaDreams,NicoleFairy","AmandaDreams,NicoleFairy",2020-01-12,English,12.04,,3.0,26,11,1571
Peppa Pig: On the Road with Peppa,JohnSparkes,JohnSparkes,2016-05-26,English,4.1,4.5,26.0,1,2,62
Peppa Pig: Once Upon a Time,Ladybird,Ladybird,2016-01-28,English,4.1,,32.0,0,59,59
Peppa Pig: Peppa Meets the Queen and Other Audio Stories,Ladybird,Ladybird,2013-01-08,English,4.92,4.5,11.0,0,19,19
Sugarlump and the Unicorn and Other Stories,"JuliaDonaldson,LydiaMonks","JuliaDonaldson,LydiaMonks",2020-09-07,English,3.88,4.5,3.0,1,13,73
The Sleepy Dinosaurs,HannahWatson,HannahWatson,2020-08-31,English,4.5,,4.0,1,0,60
The Gruffalo,"JuliaDonaldson,AxelScheffler","JuliaDonaldson,AxelScheffler",2008-06-24,English,3.88,,9.0,0,25,25
Beatrix Potter: The Complete Tales,BeatrixPotter,BeatrixPotter,2012-01-05,English,7.38,3.5,3.0,5,51,351
Peppa Pig: Dentist Trip and Other Audio Stories,Ladybird,Ladybird,2012-01-05,English,4.92,,11.0,0,23,23
The Dragon’s Toothache,AnnieBesant,AnnieBesant,2020-03-31,English,0.9,4.5,9.0,0,11,11
The Monkey and the Crocodile,ShobhaViswanath,ShobhaViswanath,2020-06-03,English,0.9,,4.0,0,20,20
Wings of Fire,TuiT.Sutherland,TuiT.Sutherland,2020-06-10,English,5.9,4.5,3.0,4,31,271
The Foolish Lion,ShobhaViswanath,ShobhaViswanath,2020-06-03,English,0.9,,6.0,0,17,17
Room on the Broom,"JuliaDonaldson,AxelScheffler","JuliaDonaldson,AxelScheffler",2008-07-10,English,3.88,4.5,6.0,0,24,24
What the Ladybird Heard,JuliaDonaldson,JuliaDonaldson,2010-06-29,English,3.88,,4.0,0,17,17
The Crow and the Cobra (Hindi Edition),MaplePress,MaplePress,2021-09-23,Hindi,1.67,4.5,2.0,0,3,3
The Highway Rat,JuliaDonaldson,JuliaDonaldson,2014-01-05,English,2.28,4.5,4.0,0,29,29
The Boy Who Drew Cats,AnushkaRavishankar,AnushkaRavishankar,2020-05-03,English,3.53,,7.0,0,17,17
The Monkeys and the Capseller,AnushkaRavishankar,AnushkaRavishankar,2020-03-31,English,0.9,,2.0,0,13,13
Now We Are Six,A.A.Milne,A.A.Milne,2006-01-27,English,3.65,,2.0,0,53,53
Tiddler,JuliaDonaldson,JuliaDonaldson,2014-05-17,English,2.28,,1.0,0,37,37
The Fox and the Squirrel,SheilaGandhi,SheilaGandhi,2020-06-03,English,4.28,,1.0,0,14,14
The Lion and the Hare (Hindi Edition),MaplePress,MaplePress,2021-09-23,Hindi,1.67,,1.0,0,3,3
5-Minute Pout-Pout Fish Stories,"DeborahDiesen,DanHanna-coverillustrator","DeborahDiesen,DanHanna-coverillustrator",2020-12-29,English,0.16,,1.0,0,58,58
The Magic Unicorn,HannahWatson,HannahWatson,2020-08-31,English,4.5,4.5,3.0,0,58,58
The Pigeons and the Rats (Hindi Edition),MaplePress,MaplePress,2021-09-23,Hindi,1.67,,1.0,0,3,3
The Tiger Who Came to Tea,JudithKerr,JudithKerr,2013-06-06,English,0.91,4.5,6.0,0,9,9
Zoey and Sassafras: Unicorns and Germs,AsiaCitro,AsiaCitro,2021-05-18,English,5.62,,2.0,1,3,63
An Elephant in My Backyard,ShobhaViswanath,ShobhaViswanath,2020-03-31,English,0.9,,8.0,0,8,8
The Three Little Pigs,uncredited,uncredited,2016-10-03,English,0.89,4.5,2.0,0,12,12
Crocodile Teeth,BharatShekhar,BharatShekhar,2022-03-24,English,1.39,,1.0,0,23,23
Zog and the Flying Doctors,JuliaDonaldson,JuliaDonaldson,2021-05-25,English,3.19,,1.0,0,31,31
When We Were Very Young,A.A.Milne,A.A.Milne,2006-01-27,English,5.62,,2.0,0,58,58
The Secret of the Himalayas,"AdamGidwitz,HenaKhan","AdamGidwitz,HenaKhan",2021-04-05,English,6.64,,1.0,2,49,169
The Musical Donkey,ShobhaViswanath,ShobhaViswanath,2020-03-17,English,0.9,,2.0,0,20,20
Clifford the Big Red Dog,NormanBridwell,NormanBridwell,2008-08-02,English,0.78,,5.0,0,3,3
Sky,"AaronEhasz,MelanieMcGanneyEhasz","AaronEhasz,MelanieMcGanneyEhasz",2021-03-08,English,5.34,,1.0,8,22,502
Monkey Puzzle,JuliaDonaldson,JuliaDonaldson,2008-09-16,English,3.88,,2.0,0,18,18
Halloween... Che fifa felina!,GeronimoStilton,GeronimoStilton,2017-10-25,Italian,2.28,,1.0,0,37,37
101 Animals Stories,DreamlandPublications,DreamlandPublications,2020-10-06,English,2.8,,1.0,1,38,98
My Father's Dragon,RuthStilesGannett,RuthStilesGannett,2018-11-27,English,2.81,,2.0,0,50,50
The Lizard’s Tail,ShobhaViswanath,ShobhaViswanath,2020-03-31,English,0.9,4.5,10.0,0,12,12
Zoey and Sassafras: Bips and Roses,AsiaCitro,AsiaCitro,2021-02-03,English,5.62,,1.0,1,7,67
Amma Sonna Kathaigal [Stories Told by Mother],Sivasankari,Sivasankari,2021-12-01,Tamil,0.41,,12.0,0,32,32
The Racehorse Who Disappeared,ClareBalding,ClareBalding,2017-09-28,English,5.74,,1.0,3,50,230
The Singing Mermaid,"JuliaDonaldson,LydiaMonks","JuliaDonaldson,LydiaMonks",2013-10-23,English,3.88,,2.0,0,13,13
A Mango Shaped Space,WendyMass,WendyMass,2007-07-24,English,11.23,,1.0,6,41,401
Sookha Gulab [Dry Rose],Shivani,Shivani,2020-04-28,Hindi,1.43,,1.0,0,37,37
The Sleepysaurus,JenniferCarter,JenniferCarter,2018-11-22,English,1.58,3.5,10.0,0,8,8
Fish Friends Three,SheilaGandhi,SheilaGandhi,2020-06-03,English,0.9,4.5,2.0,0,15,15
The Magic Unicorn & Sleepy Dinosaur Bed Time Stories Collection,HannahWatson,HannahWatson,2020-08-31,English,5.62,,1.0,1,59,119
Besura Dhondu,Gulzar,Gulzar,2020-03-31,Hindi,0.9,4.5,3.0,0,26,26
The Talking Cave,SheilaGandhi,SheilaGandhi,2020-06-03,English,4.2,,1.0,0,14,14
Rangeela Geedad,Gulzar,Gulzar,2020-03-31,Hindi,0.9,,2.0,0,23,23
Raja Kapi,Gulzar,Gulzar,2020-03-31,Hindi,0.9,,1.0,0,38,38
Rise of the Shadow Dragons,LizFlanagan,LizFlanagan,2021-08-31,English,6.83,,1.0,8,7,487
Rhinos in Nebraska,AlisonPearceStevens,AlisonPearceStevens,2021-08-24,English,5.06,,1.0,1,57,117
Indian Stories: Five Famous Tales,uncredited,uncredited,2016-02-25,English,2.7,,1.0,0,27,27
The Magic School Bus on the Ocean Floor,JoannaCole,JoannaCole,2010-01-09,English,1.4,,1.0,1,2,62
On the Origin of Species,SabinaRadeva,SabinaRadeva,2019-04-18,English,7.38,,1.0,0,30,30
The Wind in the Willows,KennethGrahame,KennethGrahame,2007-08-20,English,6.7,,2.0,6,56,416
Cricket for the Crocodile,RuskinBond,RuskinBond,2020-08-19,English,2.4,,3.0,0,26,26
Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo,"MarlonBundo,JillTwiss","MarlonBundo,JillTwiss",2018-03-18,English,0.78,,19.0,0,7,7
Mr. Popper's Penguins,"RichardAtwater,FlorenceAtwater","RichardAtwater,FlorenceAtwater",2009-01-04,English,6.0,,2.0,2,14,134
"Laloo Bandar, Nathoo Magarmach",Gulzar,Gulzar,2020-03-31,Hindi,0.9,,3.0,0,24,24
Kaka and the Mouse,PankajaSrinivasan,PankajaSrinivasan,2020-05-03,English,0.9,,2.0,0,8,8
The Fish Who Found the Sea,AlanWatts,AlanWatts,2020-07-14,English,3.1,,4.0,0,8,8
Bondu Kaagi,SheilaGandhi,SheilaGandhi,2020-03-31,Hindi,0.9,,1.0,0,17,17
The Snake Who Came to Stay,JuliaDonaldson,JuliaDonaldson,2013-10-07,English,1.96,,2.0,0,15,15
Ember Rising,S.D.Smith,S.D.Smith,2018-02-26,English,8.02,,2.0,9,22,562
Selected Just So Stories,RudyardKipling,RudyardKipling,2009-06-30,English,4.19,,1.0,3,7,187
Dost Machiliya Teen,SheilaGandhi,SheilaGandhi,2020-03-31,Hindi,0.9,,1.0,0,18,18
Twilight Sparkles prinsessbesvärjelse och andra berättelser,MyLittlePony,MyLittlePony,2020-04-03,Swedish,0.38,,1.0,0,41,41
Bablu and the Mouse,LavanyaR.N.,LavanyaR.N.,2020-06-03,English,3.41,,3.0,0,5,5
We're All Wonders,R.J.Palacio,R.J.Palacio,2018-01-01,English,0.41,4.5,2.0,0,3,3
Lomdi Aur Gileheri [Fox and Squirrel],SheilaGandhi,SheilaGandhi,2020-03-31,Hindi,0.9,,4.0,0,17,17
DogZombies Rule for Now,LizPichon,LizPichon,2016-10-27,English,6.37,,7.0,1,58,118
Bambi,"FelixSalten,JanetSchulman","FelixSalten,JanetSchulman",2002-11-01,English,2.8,,4.0,0,51,51
Dorje’s Stripes,AnshumaniRuddra,AnshumaniRuddra,2020-03-31,English,0.9,,2.0,0,24,24
The Gruffalo Song & Other Songs,JuliaDonaldson,JuliaDonaldson,2008-09-16,English,3.88,,1.0,0,39,39
Dear Zoo and Friends,RodCampbell,RodCampbell,2018-03-05,English,3.88,,1.0,1,0,60
The Four Friends,ShobhaViswanath,ShobhaViswanath,2020-03-31,English,0.9,,2.0,0,19,19
Gauri and the Talking Cow,DevduttPattanaik,DevduttPattanaik,2020-04-08,English,3.61,,2.0,0,25,25
Dinosaur Trouble,DickKing-Smith,DickKing-Smith,2014-01-11,English,4.78,,2.0,1,23,83
Legion,JulieKagawa,JulieKagawa,2017-04-25,English,9.84,,1.0,11,48,708
"Great Choice, Camille!",StuartJ.Murphy,StuartJ.Murphy,2019-11-15,English,0.76,,1.0,0,5,5
The Velveteen Rabbit,MargeryWilliams,MargeryWilliams,2008-11-02,English,0.78,,1.0,0,12,12
The Llama Llama Audiobook Collection,AnnaDewdney,AnnaDewdney,2015-10-20,English,3.61,,1.0,0,19,19
Puss in Boots,CharlesPerrault,CharlesPerrault,2007-12-30,English,0.78,,1.0,0,12,12
Viva Durant and the Secret of the Silver Buttons,AshliSt.Armant,AshliSt.Armant,2019-10-31,English,2.39,,12.0,4,5,245
The Mystwick School of Musicraft,JessicaKhoury,JessicaKhoury,2019-05-09,English,3.19,,27.0,8,18,498
Meet Me There,JudyCorry,JudyCorry,2018-12-25,English,7.03,,1.0,7,58,478
This Lullaby,SarahDessen,SarahDessen,2009-11-06,English,15.07,,1.0,10,31,631
Michael Jackson: Ultimate Music Legend,KatherineKrohn,KatherineKrohn,2017-06-29,English,1.97,4.5,3.0,0,37,37
Echo,PamMuñozRyan,PamMuñozRyan,2015-08-04,English,7.87,,5.0,10,31,631
The Amazing Mystery Show,GertrudeChandlerWarner,GertrudeChandlerWarner,2012-12-14,English,3.66,,1.0,1,33,93
Stage Fright on a Summer Night,MaryPopeOsborne,MaryPopeOsborne,2007-03-30,English,3.61,,1.0,0,42,42
Superstar Watch,GertrudeChandlerWarner,GertrudeChandlerWarner,2012-01-01,English,3.66,,1.0,1,24,84
Who Was Leonardo da Vinci?,RobertaEdwards,RobertaEdwards,2019-03-26,English,4.21,,2.0,0,55,55
No Ballet Shoes in Syria,CatherineBruton,CatherineBruton,2019-02-05,English,4.55,,1.0,5,10,310
If You're Happy and You Know It,AnnaMcQuinn,AnnaMcQuinn,2010-07-01,English,4.78,,1.0,0,7,7
Harry's Piano,SusanSukmanMcCray,SusanSukmanMcCray,2018-11-05,English,4.21,,1.0,0,23,23
The Boy Who Swam with Piranhas,DavidAlmond,DavidAlmond,2014-01-10,English,7.97,,1.0,4,39,279
American Hip-Hop,NathanSacks,NathanSacks,2017-04-18,English,5.63,,1.0,1,10,70
Puffin Lives: B.R. Ambedkar,PayalKapadia,PayalKapadia,2021-04-23,English,5.42,4.5,27.0,3,7,187
Good Night Stories for Rebel Girls,"RebelGirls,ElenaFavilli","RebelGirls,ElenaFavilli",2021-07-28,English,5.0,,1.0,3,47,227
Michelle Obama,LuciaRaatma,LuciaRaatma,2022-08-03,English,0.98,,2.0,0,3,3
My Life,A.P.J.Kalam,A.P.J.Kalam,2017-01-19,English,2.64,4.5,53.0,2,11,131
Who Is Malala Yousafzai?,"DinahBrown,WhoHQ","DinahBrown,WhoHQ",2019-03-12,English,4.21,,1.0,0,59,59
How to Be a Writer,RuskinBond,RuskinBond,2021-07-04,English,9.44,4.5,7.0,1,15,75
Amazing Muslims Who Changed the World,BurhanaIslam,BurhanaIslam,2020-08-27,English,4.92,,1.0,3,1,181
Who Was Albert Einstein?,JessBrallier,JessBrallier,2019-03-26,English,4.21,,2.0,1,2,62
Ronaldo,"MattOldfield,TomOldfield","MattOldfield,TomOldfield",2019-04-18,English,3.05,,2.0,2,47,167
Goodnight Stories for Rebel Girls 2,"FrancescaCavallo,ElenaFavilli,RebelGirls","FrancescaCavallo,ElenaFavilli,RebelGirls",2019-02-28,English,5.0,4.5,6.0,3,47,227
Messi,"MattOldfield,TomOldfield","MattOldfield,TomOldfield",2019-04-18,English,3.64,,2.0,2,47,167
Horrible Histories: Rotten Romans,"TerryDeary,MartinBrown","TerryDeary,MartinBrown",2014-03-27,English,4.55,,1.0,1,1,61
Dreaming in Code,EmilyArnoldMcCully,EmilyArnoldMcCully,2019-12-03,English,9.05,,1.0,2,58,178
Brown Girl Dreaming,JacquelineWoodson,JacquelineWoodson,2014-08-28,English,9.05,,1.0,3,55,235
I Am Helen Keller,BradMeltzer,BradMeltzer,2019-05-02,English,3.01,,2.0,0,17,17
Steve Jobs: Technology Innovator and Apple Genius,MattDoeden,MattDoeden,2017-06-29,English,1.97,4.5,12.0,0,35,35
Fantastically Great Women Who Changed the World,KatePankhurst,KatePankhurst,2020-06-02,English,3.19,,1.0,0,36,36
Rivals 2! More Frenemies Who Changed the World,ScottMcCormick,ScottMcCormick,2019-08-08,English,6.01,,2.0,2,14,134
Who Was Genghis Khan?,"NicoMedina,WhoHQ","NicoMedina,WhoHQ",2018-05-06,English,4.21,,1.0,1,3,63
Leonardo da Vinci,NicolasSoames,NicolasSoames,2013-02-12,English,0.38,,1.0,0,18,18
Up Close: Oprah Winfrey,IleneCooper,IleneCooper,2018-04-17,English,8.44,,1.0,3,2,182
Mohandas Karamchand Gandhi,NicolasSoames,NicolasSoames,2013-02-12,English,0.38,,2.0,0,14,14
I Am Jane Goodall,BradMeltzer,BradMeltzer,2019-05-02,English,3.01,,2.0,0,19,19
Who Was Muhammad Ali?,JamesBuckleyJr.,JamesBuckleyJr.,2016-05-07,English,4.21,,1.0,1,1,61
Who Is Jane Goodall?,RobertaEdwards,RobertaEdwards,2016-02-02,English,4.21,4.5,6.0,1,6,66
Stories for Boys Who Dare to Be Different,BenBrooks,BenBrooks,2018-04-19,English,6.83,,2.0,2,58,178
Before Columbus,CharlesC.Mann,CharlesC.Mann,2016-09-16,English,6.01,,2.0,3,45,225
We Must Not Forget,DeborahHopkinson,DeborahHopkinson,2021-10-05,English,5.9,,1.0,5,39,339
My Life with the Chimpanzees,JaneGoodall,JaneGoodall,2019-11-19,English,6.0,,9.0,3,43,223
Sachiko,CarenB.Stelson,CarenB.Stelson,2016-11-17,English,14.06,,1.0,3,26,206
Who Was Steve Jobs?,"PamPollack,MegBelviso","PamPollack,MegBelviso",2016-01-03,English,4.21,,2.0,1,2,62
Your Dream Life Starts Here,KristinaKarlsson,KristinaKarlsson,2018-09-24,English,12.76,,1.0,6,47,407
Helen's Big World,DoreenRappaport,DoreenRappaport,2017-05-04,English,0.4,,1.0,0,15,15
Marie Curie,KathleenKrull,KathleenKrull,2020-11-02,English,5.62,,1.0,2,26,146
Fatty Legs (10th Anniversary Edition),"Margaret-OlemaunPokiak-Fenton,ChristyJordan-Fenton,DebbieReese-foreword","Margaret-OlemaunPokiak-Fenton,ChristyJordan-Fenton,DebbieReese-foreword",2021-03-15,English,5.63,,1.0,1,47,107
The Electric War,MikeWinchell,MikeWinchell,2019-01-22,English,14.06,4.5,3.0,5,33,333
Of Thee I Sing,BarackObama,BarackObama,2010-11-16,English,1.8,,1.0,0,16,16
On a Beam of Light,JenniferBerne,JenniferBerne,2013-12-18,English,0.76,,2.0,0,14,14
I Am Neil Armstrong,BradMeltzer,BradMeltzer,2019-05-02,English,3.01,,1.0,0,22,22
Sterling Point Books,AlistairMaclean,AlistairMaclean,2009-04-20,English,3.19,,1.0,3,21,201
Projekt 1065,AlanGratz,AlanGratz,2016-11-10,English,7.87,,1.0,7,0,420
Bomb,SteveSheinkin,SteveSheinkin,2013-08-01,English,12.06,,2.0,7,11,431
Just Ask!,SoniaSotomayor,SoniaSotomayor,2020-01-21,English,3.01,4.5,2.0,0,11,11
Epic Encounters in the Animal Kingdom (Brave Adventures Vol. 2),CoyotePeterson,CoyotePeterson,2019-10-09,English,6.0,,2.0,4,59,299
The King of Sting,CoyotePeterson,CoyotePeterson,2019-02-04,English,6.0,,1.0,3,15,195
William Tyndale: The Smuggler's Flame,LoriRich,LoriRich,2018-06-11,English,8.44,,1.0,3,18,198
The Story of Napoleon,H.E.Marshall,H.E.Marshall,2008-11-12,English,1.68,,1.0,2,0,120
Sterling Biographies,EllenBluePhillips,EllenBluePhillips,2009-04-20,English,3.19,,1.0,2,40,160
Sterling Biographies,TabathaYeatts,TabathaYeatts,2009-04-21,English,3.19,,1.0,3,6,186
"I Survived the Destruction of Pompeii, A.D. 79",LaurenTarshis,LaurenTarshis,2016-05-10,English,2.24,,1.0,1,29,89
Becoming Kareem,"KareemAbdul-Jabbar,RaymondObstfeld","KareemAbdul-Jabbar,RaymondObstfeld",2017-11-21,English,6.0,4.5,2.0,5,48,348
Horrible Histories: Vicious Vikings,"TerryDeary,MartinBrown","TerryDeary,MartinBrown",2014-03-27,English,4.55,,1.0,1,0,60
Temple Grandin,SyMontgomery,SyMontgomery,2012-01-05,English,4.2,,1.0,2,48,168
Franklin D. Roosevelt,TeriKanefield,TeriKanefield,2020-04-22,English,14.06,,1.0,4,37,277
Genius Physicist Albert Einstein,KatieMarsico,KatieMarsico,2018-12-28,English,1.97,,1.0,0,19,19
Isaac Newton,NicolasSoames,NicolasSoames,2013-02-12,English,0.38,,2.0,0,12,12
"I Survived the Children's Blizzard, 1888",LaurenTarshis,LaurenTarshis,2018-02-27,English,3.94,,1.0,1,46,106
Whoosh!,ChrisBarton,ChrisBarton,2016-05-23,English,0.98,,2.0,0,12,12
Devi,SubhadraSenGupta,SubhadraSenGupta,2017-11-16,English,4.48,4.5,2.0,0,38,38
How They Croaked,GeorgiaBragg,GeorgiaBragg,2011-11-08,English,5.63,,1.0,3,14,194
Jesse Owens,CaroleWeatherford,CaroleWeatherford,2012-10-05,English,3.66,,1.0,0,15,15
Kings and Queens,"EleanorFarjeon,HerbertFarjeon","EleanorFarjeon,HerbertFarjeon",2011-10-18,English,3.41,,1.0,1,15,75
Serena Williams,MattChristopher,MattChristopher,2017-03-07,English,6.0,,1.0,2,12,132
The Secrets of Winterhouse,BenGuterson,BenGuterson,2018-12-31,English,2.17,4.5,3.0,9,20,560
Best English Tales and Stories for Kids,div.,div.,2016-08-04,English,4.51,3.5,3.0,1,3,63
Superpowered,"ReneeJain,Dr.ShefaliTsabary","ReneeJain,Dr.ShefaliTsabary",2020-09-22,English,9.05,,3.0,4,4,244
Fancy Nancy: Best Reading Buddies,JaneO'Connor,JaneO'Connor,2016-06-09,English,1.34,,1.0,0,6,6
The Witchcraft of Salem Village,ShirleyJackson,ShirleyJackson,2014-10-28,English,7.02,,4.0,3,9,189
The Winterhouse Mysteries,"BenGuterson,ChloeBristol","BenGuterson,ChloeBristol",2019-12-31,English,2.17,,3.0,9,49,589
Winterhouse,BenGuterson,BenGuterson,2018-08-05,English,2.17,,6.0,9,25,565
The Bookworm,LavanyaR.N,LavanyaR.N,2020-03-31,English,0.9,,4.0,0,16,16
Absolutely Everything!,ChristopherLloyd,ChristopherLloyd,2020-01-06,English,6.19,,1.0,6,31,391
Mr. Lemoncello's Library Olympics,ChrisGrabenstein,ChrisGrabenstein,2016-05-01,English,10.85,,3.0,6,4,364
The Detective Dog,JuliaDonaldson,JuliaDonaldson,2017-07-09,English,3.88,,3.0,0,10,10
The Unbreakable Code,JenniferChamblissBertman,JenniferChamblissBertman,2017-04-25,English,8.44,,1.0,7,53,473
Mr. Lemoncello's All-Star Breakout Game ,ChrisGrabenstein,ChrisGrabenstein,2019-07-05,English,12.06,,2.0,6,4,364
Small Spaces,KatherineArden,KatherineArden,2018-09-25,English,10.85,,5.0,5,16,316
"Judy Moody, Book Quiz Whiz","MeganMcDonald,PeterH.Reynolds","MeganMcDonald,PeterH.Reynolds",2019-10-09,English,4.02,,1.0,1,18,78
