name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
The Five Love Languages: The Secret to Love That Lasts,GaryChapman,GaryChapman,2004-12-26,English,7.87,,256.0,4,46,286
"Act like a Lady, Think like a Man",SteveHarvey,SteveHarvey,2015-12-05,English,14.17,,10.0,6,5,365
Stillness Speaks,EckhartTolle,EckhartTolle,2003-10-10,English,5.05,,84.0,2,33,153
Undercover Sex Signals,LeilLowndes,LeilLowndes,2015-05-08,English,4.78,,7.0,5,29,329
How to Be a 3% Man,CoreyWayne,CoreyWayne,2016-04-15,English,8.02,,119.0,7,33,453
The Five Love Languages: Singles Edition,GaryChapman,GaryChapman,2019-05-03,English,7.87,,22.0,5,51,351
The Mastery of Love,donMiguelRuiz,donMiguelRuiz,2005-10-02,English,5.34,4.5,33.0,2,33,153
Attached,"AmirLevine,RachelHeller","AmirLevine,RachelHeller",2020-09-07,English,3.88,4.5,56.0,7,6,426
Boundary Boss,TerriColeMSWLCSW,TerriColeMSWLCSW,2021-04-20,English,5.9,,5.0,7,54,474
Educated,TaraWestover,TaraWestover,2018-02-20,English,9.84,4.5,648.0,12,10,730
The Unplugged Alpha,RichardCooper,RichardCooper,2021-11-03,English,6.01,4.5,44.0,4,36,276
Tiny Beautiful Things,CherylStrayed,CherylStrayed,2013-01-05,English,6.83,,11.0,9,41,581
Liminal Thinking,"DaveGray,RichardSaulWurman-foreword","DaveGray,RichardSaulWurman-foreword",2017-07-03,English,7.02,4.5,62.0,3,9,189
The Tactical Guide to Women,ShawnSmith,ShawnSmith,2017-03-10,English,8.02,,6.0,6,30,390
Running on Empty,"ChristineMuselloPsyD,JoniceWebbPhD","ChristineMuselloPsyD,JoniceWebbPhD",2015-06-25,English,9.84,4.5,7.0,7,46,466
Alpha Male Strategies,AMSAlphaMaleStrategies,AMSAlphaMaleStrategies,2018-11-13,English,6.01,4.5,9.0,4,0,240
The Noble Art of Seducing Women,KeziaNoble,KeziaNoble,2013-06-06,English,4.55,,3.0,6,20,380
"Calling in ""The One"" (Revised and Expanded)",KatherineWoodwardThomas,KatherineWoodwardThomas,2021-09-14,English,13.57,,1.0,16,5,965
Conversations on Love,NatashaLunn,NatashaLunn,2021-08-07,English,10.66,4.5,4.0,7,52,472
99 Bad Boy Traits That Instantly Attract Women,MarcSummers,MarcSummers,2015-09-12,English,2.8,4.5,4.0,2,53,173
"Unf*ck Your Boundaries: Build Better Relationships Through Consent, Communication, and Expressing Your Needs",FaithG.HarperPhDLPC-SACSACN,FaithG.HarperPhDLPC-SACSACN,2020-04-28,English,5.62,,14.0,2,48,168
Connect,"DavidL.Bradford,CaroleRobin","DavidL.Bradford,CaroleRobin",2021-11-02,English,10.66,4.5,2.0,10,19,619
Love Warrior,GlennonDoyle,GlennonDoyle,2021-04-29,English,7.74,,2.0,7,34,454
Getting Past Your Breakup,SusanJ.ElliottJDMEd,SusanJ.ElliottJDMEd,2012-11-04,English,8.04,,4.0,6,48,408
You Have More Influence Than You Think,VanessaBohns,VanessaBohns,2021-07-09,English,9.84,,2.0,6,24,384
The Dance of Anger,HarrietLerner,HarrietLerner,2016-08-16,English,14.17,,16.0,6,50,410
Things I Don't Want to Know,DeborahLevy,DeborahLevy,2018-05-04,English,7.38,4.5,6.0,2,59,179
The Dating Playbook For Men: A Proven 7 Step System To Go From Single To The Woman Of Your Dreams,AndrewFerebee,AndrewFerebee,2015-07-17,English,6.01,,4.0,9,10,550
"Sis, Don't Settle",FaithJenkins,FaithJenkins,2021-09-11,English,6.0,,1.0,8,20,500
"His Needs, Her Needs",Dr.WillardF.HarleyJr.,Dr.WillardF.HarleyJr.,2020-07-09,English,7.02,,1.0,7,24,444
Mindful Relationship Habits,"BarrieDavenport,S.J.Scott","BarrieDavenport,S.J.Scott",2018-02-28,English,8.02,,1.0,6,7,367
Marry Him,LoriGottlieb,LoriGottlieb,2021-10-08,English,12.06,,4.0,9,8,548
"Conversations That Matter: Insights & Distinctions - Landmark Essays, Volume 2","SteveZaffron,LaurelScheaf,MarkSpirtos,","SteveZaffron,LaurelScheaf,MarkSpirtos,",2011-11-08,English,3.1,4.5,9.0,1,40,100
The Book of Numbers,AaronClarey,AaronClarey,2021-01-20,English,2.8,,1.0,2,44,164
A Grief Observed,C.S.Lewis,C.S.Lewis,2006-01-20,English,5.62,4.5,5.0,1,50,110
101 Questions to Ask Before You Get Engaged,H.NormanWright,H.NormanWright,2019-02-01,English,2.8,,1.0,1,22,82
Love After Heartbreak: Volume I,StephanLabossiere,StephanLabossiere,2021-06-24,English,6.01,,1.0,3,8,188
Deeper Dating,KenPage,KenPage,2017-12-09,English,8.02,,1.0,7,56,476
How to Have Meaningful Relationships,EmmaPower,EmmaPower,2022-01-25,English,4.14,,1.0,3,8,188
Only Love Is Real,BrianL.WeissM.D.,BrianL.WeissM.D.,1999-12-16,English,6.0,,56.0,3,8,188
Should I Stay or Should I Go?,RamaniDurvasulaPhD,RamaniDurvasulaPhD,2015-11-25,English,10.03,,7.0,10,46,646
Relationships,TheSchoolofLife,TheSchoolofLife,2021-01-01,English,5.63,,10.0,3,7,187
The 4 Seasons of Marriage,GaryChapman,GaryChapman,2021-02-23,English,7.03,,1.0,5,20,320
This Is Me Letting You Go,HeidiPriebe,HeidiPriebe,2019-01-29,English,4.21,,10.0,2,42,162
The Honeymoon Effect,BruceH.Lipton,BruceH.Lipton,2015-06-10,English,5.9,4.5,29.0,4,9,249
The 80/80 Marriage,"NateKlemp,KaleyKlemp","NateKlemp,KaleyKlemp",2021-09-02,English,10.55,4.5,3.0,6,28,388
Why We Can't Sleep,AdaCalhoun,AdaCalhoun,2020-07-01,English,12.04,3.5,2.0,5,48,348
Things I Wish I'd Known Before We Got Married,GaryChapman,GaryChapman,2010-01-09,English,6.19,4.5,14.0,3,44,224
Wired for Love,StanTatkinPsyDMFT,StanTatkinPsyDMFT,2015-03-11,English,9.84,4.5,3.0,7,37,457
How to Be a People Magnet,LeilLowndes,LeilLowndes,2015-07-10,English,8.04,,2.0,7,11,431
Why Mars and Venus Collide,JohnGray,JohnGray,2008-01-22,English,12.83,,2.0,6,57,417
Goodbye to Shy,LeilLowndes,LeilLowndes,2015-10-28,English,8.04,,4.0,6,35,395
The Art of Letting Go,"RaniaNaim,SkylaChild,MarisaBagnato,","RaniaNaim,SkylaChild,MarisaBagnato,",2020-11-02,English,4.21,4.5,9.0,1,36,96
30 Covert Emotional Manipulation Tactics: How Manipulators Take Control in Personal Relationships,AdelynBirch,AdelynBirch,2018-03-19,English,1.58,,4.0,1,48,108
I Wasn't Ready to Say Goodbye,"BrookNoel,PamelaD.BlairPh.D.","BrookNoel,PamelaD.BlairPh.D.",2012-07-05,English,9.84,,1.0,9,21,561
Graceful Exits,SushilaBlackman-editor/compilation,SushilaBlackman-editor/compilation,2014-09-12,English,1.2,,1.0,3,35,215
Approach and Talk to Women Easily,CraigBeck,CraigBeck,2017-02-14,English,2.8,,1.0,1,33,93
Stop Caretaking the Borderline or Narcissist,MargalisFjelstad,MargalisFjelstad,2016-10-06,English,8.02,,1.0,8,2,482
The 5 Love Languages by Gary Chapman - Book Summary,DeanBokhari,DeanBokhari,2019-05-06,English,1.4,,2.0,0,30,30
F*cking History,TheCaptain,TheCaptain,2020-11-08,English,9.05,,13.0,4,7,247
Secrets Series: Attract The Woman Of Your Dreams,CraigBeck,CraigBeck,2012-06-01,English,4.55,,20.0,1,11,71
Finding Your Soul Mate with ThetaHealing®,ViannaStibal,ViannaStibal,2020-04-28,English,7.03,,2.0,3,54,234
Texting Titan!,MarcSummers,MarcSummers,2016-12-23,English,2.8,,4.0,2,32,152
Men Don't Love Women Like You!,G.L.Lambert,G.L.Lambert,2016-07-22,English,8.02,,3.0,6,11,371
Listen to Love,"TomBallard,JoelCreasey,DrDamonYoung,","TomBallard,JoelCreasey,DrDamonYoung,",2017-05-22,English,0.0,,1.0,1,33,93
"To Date a Man, You Must Understand a Man: The Keys to Catch a Great Guy",GreggMichaelsen,GreggMichaelsen,2015-09-24,English,2.8,,1.0,2,54,174
A Return to Love,MarianneWilliamson,MarianneWilliamson,1999-12-16,English,3.37,4.5,14.0,2,40,160
The Path to Love,DeepakChopra,DeepakChopra,2007-02-21,English,6.01,4.5,3.0,2,30,150
The Cost of Living,DeborahLevy,DeborahLevy,2018-05-04,English,7.38,,11.0,3,13,193
You Can Heal Your Heart,"DavidKessler,LouiseL.Hay","DavidKessler,LouiseL.Hay",2014-02-19,English,6.73,,6.0,5,38,338
Flirtology,JeanSmith,JeanSmith,2018-08-02,English,8.2,,1.0,6,25,385
Eight Dates,"JohnGottmanPhD,JulieSchwartzGottmanPhD,DougAbrams,","JohnGottmanPhD,JulieSchwartzGottmanPhD,DougAbrams,",2019-03-12,English,8.02,4.5,5.0,5,9,309
Relationship Goals,MichaelTodd,MichaelTodd,2020-04-28,English,10.55,,6.0,5,51,351
Communication in Marriage: 21 Ways to Remarkable Communication in Marriage Without Fighting with Your Spouse,MariaHall,MariaHall,2018-04-20,English,2.8,,2.0,1,32,92
Communication in Marriage,"MarcusKusi,AshleyKusi","MarcusKusi,AshleyKusi",2017-10-23,English,2.8,,3.0,2,38,158
Anger,GaryChapman,GaryChapman,2008-12-17,English,6.19,,2.0,5,38,338
Divorcing and Healing from a Narcissist,Dr.TheresaJ.Covert,Dr.TheresaJ.Covert,2019-11-09,English,6.01,,1.0,3,0,180
Are You Scaring Him Away?,BrianNox,BrianNox,2018-06-25,English,2.8,4.5,2.0,1,13,73
Open Her: Activate 7 Masculine Powers to Arouse Your Woman's Love & Desire,KarenA.Brody,KarenA.Brody,2018-01-29,English,10.03,,2.0,10,51,651
Focus on the Good Stuff,MikeRobbins,MikeRobbins,2008-03-28,English,8.44,,1.0,3,51,231
Make Him BEG for Your Attention,BruceBryans,BruceBryans,2015-01-29,English,2.8,,2.0,1,58,118
Something's Not Right,WadeMullen,WadeMullen,2020-10-23,English,5.63,,1.0,4,50,290
The Little Book of Flirting,StewartFerris,StewartFerris,2007-07-08,English,1.15,1.5,2.0,0,56,56
The 5 Love Languages for Men,GaryChapman,GaryChapman,2014-12-28,English,7.03,4.5,6.0,3,55,235
Your Marriage Today...And Tomorrow,"CrawfordLoritts,KarenLoritts,GaryChapman-foreword","CrawfordLoritts,KarenLoritts,GaryChapman-foreword",2018-10-24,English,8.44,,1.0,4,2,242
Brown Baby,NikeshShukla,NikeshShukla,2021-04-02,English,3.88,2.5,2.0,8,12,492
The Human Magnet Syndrome,RossA.Rosenberg,RossA.Rosenberg,2018-05-04,English,8.02,3.5,2.0,10,19,619
Love Hurts,LodroRinzler,LodroRinzler,2017-02-21,English,2.8,,7.0,2,48,168
Love: The Psychology of Attraction,"MeganKaye,LeslieBeckerPhelpsPhD","MeganKaye,LeslieBeckerPhelpsPhD",2020-10-29,English,10.66,,1.0,9,20,560
"Compassion, Love and Sex",OSHO,OSHO,2020-10-13,English,1.4,,4.0,1,23,83
Athadaman Talo,DadaBhagwan,DadaBhagwan,2020-10-26,Hindi,0.38,4.5,3.0,0,57,57
Are You Listening?,JennyRogers,JennyRogers,2021-09-09,English,10.66,,1.0,8,28,508
Friendships Don't Just Happen!,ShastaNelson,ShastaNelson,2018-06-30,English,7.03,,1.0,9,35,575
Relationship Breakthrough,"CloeMadanes,AnthonyRobbins","CloeMadanes,AnthonyRobbins",2014-07-15,English,8.02,,1.0,6,32,392
The Soulmate Secret,ArielleFord,ArielleFord,2008-12-30,English,11.47,,2.0,4,46,286
Setting Boundaries Will Set You Free,NancyLevin,NancyLevin,2020-07-01,English,8.44,,1.0,6,48,408
Loving Someone with Bipolar Disorder,"JulieA.Fast,JohnD.Preton","JulieA.Fast,JohnD.Preton",2011-12-21,English,9.49,,1.0,9,48,588
The Hard Questions,SusanPiver,SusanPiver,2021-06-22,English,6.02,4.5,2.0,1,58,118
How to Create Chemistry With Anyone,LeilLowndes,LeilLowndes,2013-05-14,English,6.73,,1.0,4,6,246
Attitudes of Gratitude,M.J.Ryan,M.J.Ryan,2012-11-04,English,5.06,,2.0,3,29,209
Talking to Crazy,MarkGoulstonMD,MarkGoulstonMD,2015-10-21,English,8.02,,2.0,7,8,428
When God Writes Your Love Story,"EricLudy,LeslieLudy","EricLudy,LeslieLudy",2018-05-23,English,5.62,,3.0,5,21,321
Language and the Pursuit of Happiness,ChalmersBrothers,ChalmersBrothers,2011-04-04,English,7.02,,1.0,10,28,628
Pimpology,Pimpin'Ken,Pimpin'Ken,2015-11-12,English,2.8,,1.0,2,50,170
Making Love,GaryChapman,GaryChapman,2008-12-16,English,4.21,,1.0,1,54,114
Social Intelligence,KarlAlbrecht,KarlAlbrecht,2018-09-19,English,8.44,,1.0,9,48,588
The Smart Girl's Guide to Self-Care,ShahidaArabi,ShahidaArabi,2016-11-29,English,8.02,,1.0,5,6,306
UpDating,LeilLowndes,LeilLowndes,2015-05-08,English,8.04,,2.0,5,35,335
The Irresistible Introvert,MichaelaChung,MichaelaChung,2016-05-07,English,8.02,,1.0,6,39,399
The Jealousy Cure,RobertL.Leahy,RobertL.Leahy,2018-01-03,English,8.04,,1.0,7,23,443
How to Re-Spark and Keep Chemistry in Your Relationship Forever,LeilLowndes,LeilLowndes,2013-01-05,English,6.73,,1.0,2,9,129
The Quiet Rise of Introverts,BrendaKnowles,BrendaKnowles,2018-04-17,English,9.84,,3.0,7,54,474
"Perfect Love, Imperfect Relationships",JohnWelwood,JohnWelwood,2018-03-07,English,9.05,,1.0,6,5,365
How to Start a Conversation and Make Friends,DonGabor,DonGabor,2011-06-14,English,4.52,4.5,9.0,1,17,77
Chicken Soup for the Soul: True Love,"JackCanfield,MarkVictorHansen,AmyNewmark-editor,","JackCanfield,MarkVictorHansen,AmyNewmark-editor,",2011-01-09,English,4.22,3.5,3.0,10,5,605
Why Are We Yelling?,BusterBenson,BusterBenson,2019-11-28,English,3.88,,2.0,5,56,356
The Intimate Marriage,R.C.Sproul,R.C.Sproul,2013-02-08,English,7.91,,1.0,2,24,144
Why Is Communication So Difficult?,Osho,Osho,2021-01-27,English,1.4,,1.0,1,32,92
How to Make Someone Love You Forever! In 90 Minutes or Less,NicholasBoothman,NicholasBoothman,2007-11-28,English,6.74,,1.0,3,27,207
Healing from Hidden Abuse,ShannonThomasLCSW,ShannonThomasLCSW,2017-09-05,English,9.28,4.5,3.0,6,26,386
The Heart of the Five Love Languages,GaryChapman,GaryChapman,2008-11-12,English,2.81,,1.0,0,44,44
Mindset,CarolDweck,CarolDweck,2021-03-09,English,8.02,4.5,12.0,8,34,514
Atlas of the Heart,BrenéBrown,BrenéBrown,2022-02-14,English,10.66,4.5,3.0,8,29,509
Abundance,DrDeepakChopra,DrDeepakChopra,2022-03-03,English,10.66,4.5,8.0,7,59,479
The Almanack of Naval Ravikant,"EricJorgenson,TimFerriss","EricJorgenson,TimFerriss",2021-01-03,English,7.03,4.5,858.0,4,53,293
The Greatest Secret,RhondaByrne,RhondaByrne,2020-11-24,English,3.86,4.5,111.0,6,20,380
Mindset Secrets for Winning: How to Bring Personal Power to Everything You Do,MarkMinervini,MarkMinervini,2021-12-23,English,8.02,,7.0,5,25,325
The High 5 Habit,MelRobbins,MelRobbins,2021-09-28,English,8.02,,26.0,6,57,417
Hyperfocus,ChrisBailey,ChrisBailey,2018-06-09,English,3.88,4.5,930.0,6,39,399
The 5 Second Rule,MelRobbins,MelRobbins,2017-02-22,English,8.02,4.5,469.0,7,35,455
Think and Grow Rich (1937 Edition),NapoleonHill,NapoleonHill,2013-12-29,English,12.06,,67.0,10,52,652
Atomic Habits,JamesClear,JamesClear,2018-10-18,English,9.84,,12573.0,5,35,335
Tell Yourself a Better Lie,MarisaPeer,MarisaPeer,2022-10-01,English,4.21,,4.0,8,36,516
How to Be Perfect,MichaelSchur,MichaelSchur,2022-01-25,English,10.02,,4.0,9,13,553
Why Zebras Don't Get Ulcers,RobertSapolsky,RobertSapolsky,2012-12-31,English,15.47,,11.0,17,16,1036
The Power of Now,EckhartTolle,EckhartTolle,2000-12-31,English,8.04,4.5,719.0,7,37,457
The Wim Hof Method,WimHof,WimHof,2020-09-24,English,10.66,4.5,14.0,7,8,428
How to Talk to Anyone,LeilLowndes,LeilLowndes,2015-01-09,English,10.04,4.5,489.0,8,59,539
Best of Dale Carnegie,DaleCarnegie,DaleCarnegie,2021-08-20,English,10.03,,1.0,17,21,1041
The Richest Man in Babylon,GeorgeS.Clason,GeorgeS.Clason,2012-12-30,English,6.01,4.5,349.0,4,4,244
Attitude Is Everything,JeffKeller,JeffKeller,2021-06-01,English,10.8,4.5,124.0,3,43,223
Time Management (Hindi Edition),SudhirDixit,SudhirDixit,2019-09-08,Hindi,1.25,4.5,267.0,2,34,154
Flow,MihalyCsikszentmihalyiPh.D.,MihalyCsikszentmihalyiPh.D.,2015-06-01,English,17.27,4.5,360.0,5,31,331
Think Like a Monk,JayShetty,JayShetty,2020-08-09,English,6.83,4.5,1539.0,10,54,654
The Power of Habit (Hindi Edition),CharlesDuhigg,CharlesDuhigg,2021-09-11,Hindi,4.84,4.5,24.0,13,23,803
Beyond Order,JordanB.Peterson,JordanB.Peterson,2021-02-03,English,13.12,4.5,103.0,13,11,791
How to Win Friends and Influence People,DaleCarnegie,DaleCarnegie,2018-08-11,English,1.86,4.5,2494.0,8,5,485
Can't Hurt Me,DavidGoggins,DavidGoggins,2018-11-28,English,10.03,,2277.0,13,37,817
Who Will Cry When You Die?,RobinSharma,RobinSharma,2018-08-28,English,5.63,4.5,200.0,3,42,222
Ikigai,"HéctorGarcía,FrancescMiralles","HéctorGarcía,FrancescMiralles",2017-09-18,English,7.38,4.5,6981.0,3,23,203
The Subtle Art of Not Giving a F*ck,MarkManson,MarkManson,2016-09-13,English,14.17,4.5,3461.0,5,17,317
Life's Amazing Secrets,GaurGopalDas,GaurGopalDas,2019-10-12,English,12.06,4.5,4184.0,6,25,385
I Can Do It,LouiseHay,LouiseHay,2021-08-17,English,5.06,,3.0,1,15,75
How to Stop Worrying and Start Living,DaleCarnegie,DaleCarnegie,2018-11-07,English,1.73,4.5,269.0,9,42,582
Sochiye Aur Ameer Baniye [Think and Be Rich],NapoleonHill,NapoleonHill,2019-09-01,Hindi,3.05,,241.0,11,10,670
Habits for Happiness,"DrTimSharp,TathagataMandal-translator","DrTimSharp,TathagataMandal-translator",2022-02-01,Hindi,5.52,4.5,20.0,4,1,241
How to Change,KatyMilkman,KatyMilkman,2021-06-05,English,10.66,4.5,27.0,6,14,374
Awareness,AnthonydeMello,AnthonydeMello,2019-02-10,English,8.02,,31.0,7,26,446
The Inner Game of Tennis,W.TimothyGallwey,W.TimothyGallwey,2008-08-01,English,8.44,4.5,42.0,4,36,276
Apke Avchetan Man Ki Shakti [The Power of Your Subconscious Mind],Dr.JosephMurphy,Dr.JosephMurphy,2019-02-14,Hindi,1.93,,540.0,8,37,517
7 Divine Laws to Awaken Your Best Self,SwamiMukundananda,SwamiMukundananda,2021-11-10,English,10.8,,15.0,6,1,361
Becoming Supernatural,JoeDispenza,JoeDispenza,2020-02-10,English,11.26,4.5,61.0,14,6,846
The Source,Sirshree,Sirshree,2020-10-06,English,4.2,4.5,9.0,5,27,327
12 Rules for Life,JordanB.Peterson,JordanB.Peterson,2018-01-16,English,11.48,4.5,519.0,15,56,956
The Power of Your Subconscious Mind,JosephMurphy,JosephMurphy,2019-06-11,English,3.2,4.5,646.0,7,13,433
Kyon Se Shuruwat Karein [Start with Why],SimonSinek,SimonSinek,2020-08-14,Hindi,10.03,4.5,70.0,10,52,652
The Power of Intention,Dr.WayneW.Dyer,Dr.WayneW.Dyer,2004-12-05,English,6.74,,48.0,4,27,267
Alasya Se Mukti Ke Naye Kadam [New Steps to Get Rid of Laziness],Sirshree,Sirshree,2020-10-06,Hindi,4.2,4.5,16.0,5,5,305
The Decision,KevinHart,KevinHart,2020-05-21,English,12.04,4.5,103.0,5,54,354
How to Think Like a Roman Emperor,DonaldJ.Robertson,DonaldJ.Robertson,2019-02-04,English,1.61,4.5,13.0,8,30,510
The Seat of the Soul,GaryZukav,GaryZukav,2020-09-01,English,10.66,,12.0,10,11,611
Complete Chanakya Neeti,R.P.Jain,R.P.Jain,2021-07-22,English,0.0,4.5,53.0,4,0,240
How to Enjoy Your Life and Your Job (Hindi Edition),DaleCarnegie,DaleCarnegie,2021-10-26,Hindi,8.02,4.5,14.0,6,2,362
The Universe Has Your Back,GabrielleBernstein,GabrielleBernstein,2016-09-27,English,7.03,,97.0,4,30,270
Total Meditation,DrDeepakChopra,DrDeepakChopra,2020-09-24,English,10.66,4.5,18.0,8,16,496
The Monk Who Sold His Ferrari,RobinSharma,RobinSharma,2007-05-07,English,4.21,4.5,1838.0,2,40,160
What to Say When You Talk to Your Self,ShadHelmstetterPhD,ShadHelmstetterPhD,2021-05-18,English,14.06,,9.0,5,22,322
Manifest,RoxieNafousi,RoxieNafousi,2022-06-01,English,7.38,,5.0,4,39,279
Healing Is the New High,VexKing,VexKing,2021-04-13,English,7.6,,10.0,5,20,320
The Miracle Morning,HalElrod,HalElrod,2012-12-30,English,6.01,4.5,218.0,4,57,297
Zero Limits,"JoeVitale,IhaleakalaHewLen","JoeVitale,IhaleakalaHewLen",2007-06-29,English,8.44,,66.0,6,21,381
Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],RobertMaurer,RobertMaurer,2019-09-10,Hindi,2.59,4.5,63.0,5,10,310
Ati Prabhavkari Logon ki 7 Aadatein [7 Habits of Highly Effective People],StephenR.Covey,StephenR.Covey,2019-09-13,Hindi,3.41,4.5,169.0,16,4,964
The Subtle Art of Not Giving a F--k (Malayalam Edition),MarkManson,MarkManson,2021-10-03,English,10.8,,9.0,6,56,416
"A Course in Miracles: Text, Vol. 1",Dr.HelenSchucman-scribe,Dr.HelenSchucman-scribe,2012-07-25,English,11.26,4.5,6.0,37,26,2246
The Monk Who Sold His Ferrari (Hindi),RobinSharma,RobinSharma,2018-01-03,Hindi,2.62,,272.0,9,2,542
The Next Step,Sadhguru,Sadhguru,2021-03-28,English,4.22,4.5,115.0,1,43,103
You Can Heal Your Life,LouiseL.Hay,LouiseL.Hay,2006-11-16,English,4.78,4.5,49.0,3,0,180
"Develop Self-Confidence, Improve Public Speaking",DaleCarnegie,DaleCarnegie,2018-07-25,English,1.43,,36.0,7,32,452
The Magic of Thinking Big by David J. Schwartz - Book Summary,DeanBokhari,DeanBokhari,2019-07-06,English,1.4,4.5,63.0,0,32,32
What I Know for Sure,OprahWinfrey,OprahWinfrey,2014-11-09,English,3.88,4.5,186.0,3,53,233
The Buddha and the Badass,VishenLakhiani,VishenLakhiani,2020-09-06,English,12.06,4.5,252.0,9,42,582
"The Boy, the Mole, the Fox and the Horse",CharlieMackesy,CharlieMackesy,2020-12-11,English,7.38,,224.0,0,58,58
The Law of Attraction,"EstherHicks,JerryHicks","EstherHicks,JerryHicks",2006-09-21,English,6.74,,63.0,6,0,360
Emotional Intelligence Mastery Bible,NormanEmpath,NormanEmpath,2020-07-03,English,12.04,,4.0,25,16,1516
Happy,DerrenBrown,DerrenBrown,2018-11-15,English,11.48,,16.0,14,32,872
Think and Grow Rich,NapoleonHill,NapoleonHill,2019-03-28,English,0.38,4.5,86.0,10,1,601
The Top Five Regrets of the Dying,BronnieWare,BronnieWare,2017-11-10,English,12.76,4.5,30.0,9,13,553
Mann ke Chamtkar [Miracles of Your Mind],JosephMurphy,JosephMurphy,2019-01-28,Hindi,1.76,4.5,43.0,2,2,122
The Master Key System Audiobook - All 28 Parts,CharlesF.Haanel,CharlesF.Haanel,2014-03-26,English,8.02,,3.0,8,34,514
The Gifts of Imperfection,BrenéBrown,BrenéBrown,2020-08-09,English,7.38,4.5,56.0,4,31,271
Emotional Intelligence,DanielGoleman,DanielGoleman,2000-02-18,English,0.89,,9.0,2,59,179
The Organized Mind,DanielLevitin,DanielLevitin,2015-02-07,English,12.3,,12.0,16,9,969
Thanks for the Feedback,"DouglasStone,SheilaHeen","DouglasStone,SheilaHeen",2015-08-09,English,12.76,4.5,7.0,9,49,589
Subliminal Affirmations for Positive Self-Esteem,LouiseHay,LouiseHay,2020-12-06,English,5.06,,9.0,2,26,146
The Essence of the Bhagavad Gita,SwamiKriyananda,SwamiKriyananda,2007-04-05,English,10.12,4.5,47.0,19,47,1187
Synchrodestiny,DeepakChopraMD,DeepakChopraMD,2014-10-14,English,21.29,4.5,12.0,9,26,566
The Art of Learning,JoshWaitzkin,JoshWaitzkin,2014-01-04,English,10.03,,38.0,7,55,475
Your Soul's Plan,RobertSchwartz,RobertSchwartz,2015-12-05,English,16.85,4.5,34.0,11,15,675
Improve the power of your subconscious mind with self-hypnosis,ChristianH.Godefroy,ChristianH.Godefroy,2019-12-04,English,9.06,,8.0,7,33,453
"Being You, Changing the World",Dr.DainHeer,Dr.DainHeer,2012-02-07,English,7.24,,25.0,7,0,420
Pehchane Shareer ki Bhasha [The Definitive Book of Body Language],"AllanPease,BarbaraPease","AllanPease,BarbaraPease",2019-08-04,Hindi,3.41,4.5,23.0,11,17,677
The Mastery Manual (Hindi),RobinSharma,RobinSharma,2018-05-02,Hindi,2.87,4.5,86.0,4,51,291
Badi Soch Ka Bada Jadu [The Magic of Thinking Big],DavidSchwartz,DavidSchwartz,2019-09-01,Hindi,2.18,,155.0,11,31,691
Stop Living on Autopilot,AntonioNeves,AntonioNeves,2021-01-19,English,9.05,4.5,14.0,6,39,399
